Sample,Round,Depth,Date,Lake,Location,Parasite,Concentration,ConcentrationLog10Plus1
M11B6,11,6,11/1/21,Mill,Basin,Metschnikowia,103.2,2.017867719
M12B0,12,0,11/12/21,Mill,Basin,Metschnikowia,0,0
M12B1,12,1,11/12/21,Mill,Basin,Metschnikowia,0,0
M12B2,12,2,11/12/21,Mill,Basin,Metschnikowia,0,0
M12B3,12,3,11/12/21,Mill,Basin,Metschnikowia,0,0
M12B4,12,4,11/12/21,Mill,Basin,Metschnikowia,206.4,2.316808752
M12B5,12,5,11/12/21,Mill,Basin,Metschnikowia,0,0
M12B6,12,6,11/12/21,Mill,Basin,Metschnikowia,0,0
M1B1,1,1,6/14/21,Mill,Basin,Pasteuria,0,0
M1B2,1,2,6/14/21,Mill,Basin,Pasteuria,0,0
M1B3,1,3,6/14/21,Mill,Basin,Pasteuria,0,0
M1B4,1,4,6/14/21,Mill,Basin,Pasteuria,103.2,2.017867719
M1B5,1,5,6/14/21,Mill,Basin,Pasteuria,0,0
M2B1,2,1,6/28/21,Mill,Basin,Pasteuria,0,0
M2B2,2,2,6/28/21,Mill,Basin,Pasteuria,0,0
M2B3,2,3,6/28/21,Mill,Basin,Pasteuria,0,0
M2B4,2,4,6/28/21,Mill,Basin,Pasteuria,0,0
M2B5,2,5,6/28/21,Mill,Basin,Pasteuria,0,0
M3B1,3,1,7/12/21,Mill,Basin,Pasteuria,0,0
M3B2,3,2,7/12/21,Mill,Basin,Pasteuria,0,0
M3B3,3,3,7/12/21,Mill,Basin,Pasteuria,103.2,2.017867719
M3B4,3,4,7/12/21,Mill,Basin,Pasteuria,0,0
M3B5,3,5,7/12/21,Mill,Basin,Pasteuria,0,0
M4B1,4,1,7/26/21,Mill,Basin,Pasteuria,103.2,2.017867719
M4B2,4,2,7/26/21,Mill,Basin,Pasteuria,0,0
M4B3,4,3,7/26/21,Mill,Basin,Pasteuria,0,0
M4B4,4,4,7/26/21,Mill,Basin,Pasteuria,0,0
M4B5,4,5,7/26/21,Mill,Basin,Pasteuria,0,0
M5B1,5,1,8/9/21,Mill,Basin,Pasteuria,0,0
M5B2,5,2,8/9/21,Mill,Basin,Pasteuria,0,0
M5B3,5,3,8/9/21,Mill,Basin,Pasteuria,0,0
M5B4,5,4,8/9/21,Mill,Basin,Pasteuria,0,0
M5B5,5,5,8/9/21,Mill,Basin,Pasteuria,103.2,2.017867719
M6B1,6,1,8/23/21,Mill,Basin,Pasteuria,0,0
M6B2,6,2,8/23/21,Mill,Basin,Pasteuria,0,0
M6B3,6,3,8/23/21,Mill,Basin,Pasteuria,0,0
M6B4,6,4,8/23/21,Mill,Basin,Pasteuria,0,0
M6B5,6,5,8/23/21,Mill,Basin,Pasteuria,204.25,2.312283166
M6B6,6,6,8/23/21,Mill,Basin,Pasteuria,9055.198,3.956945909
M7B1,7,1,9/7/21,Mill,Basin,Pasteuria,0,0
M7B2,7,2,9/7/21,Mill,Basin,Pasteuria,0,0
M7B3,7,3,9/7/21,Mill,Basin,Pasteuria,0,0
M7B4,7,4,9/7/21,Mill,Basin,Pasteuria,0,0
M7B5,7,5,9/7/21,Mill,Basin,Pasteuria,0,0
M8B0,8,0,9/20/21,Mill,Basin,Pasteuria,0,0
M8B1,8,1,9/20/21,Mill,Basin,Pasteuria,103.2,2.017867719
M8B2,8,2,9/20/21,Mill,Basin,Pasteuria,0,0
M8B3,8,3,9/20/21,Mill,Basin,Pasteuria,0,0
M8B4,8,4,9/20/21,Mill,Basin,Pasteuria,0,0
M8B5,8,5,9/20/21,Mill,Basin,Pasteuria,103.2,2.017867719
M8B6,8,6,9/20/21,Mill,Basin,Pasteuria,36218.11525,4.558937837
M9B0,9,0,10/4/21,Mill,Basin,Pasteuria,0,0
M9B1,9,1,10/4/21,Mill,Basin,Pasteuria,0,0
M9B2,9,2,10/4/21,Mill,Basin,Pasteuria,0,0
M9B3,9,3,10/4/21,Mill,Basin,Pasteuria,103.2,2.017867719
M9B4,9,4,10/4/21,Mill,Basin,Pasteuria,0,0
M9B5,9,5,10/4/21,Mill,Basin,Pasteuria,0,0
M9B6,9,6,10/4/21,Mill,Basin,Pasteuria,307.45,2.489184775
M10B0,10,0,10/18/21,Mill,Basin,Pasteuria,103.2,2.017867719
M10B1,10,1,10/18/21,Mill,Basin,Pasteuria,103.2,2.017867719
M10B2,10,2,10/18/21,Mill,Basin,Pasteuria,0,0
M10B3,10,3,10/18/21,Mill,Basin,Pasteuria,0,0
M10B4,10,4,10/18/21,Mill,Basin,Pasteuria,204.25,2.312283166
M10B5,10,5,10/18/21,Mill,Basin,Pasteuria,0,0
M10B6,10,6,10/18/21,Mill,Basin,Pasteuria,0,0
M11B0,11,0,11/1/21,Mill,Basin,Pasteuria,0,0
M11B1,11,1,11/1/21,Mill,Basin,Pasteuria,103.2,2.017867719
M11B2,11,2,11/1/21,Mill,Basin,Pasteuria,0,0
M11B3,11,3,11/1/21,Mill,Basin,Pasteuria,0,0
M11B4,11,4,11/1/21,Mill,Basin,Pasteuria,0,0
M11B5,11,5,11/1/21,Mill,Basin,Pasteuria,103.2,2.017867719
M11B6,11,6,11/1/21,Mill,Basin,Pasteuria,0,0
M12B0,12,0,11/12/21,Mill,Basin,Pasteuria,0,0
M12B1,12,1,11/12/21,Mill,Basin,Pasteuria,0,0
M12B2,12,2,11/12/21,Mill,Basin,Pasteuria,0,0
M12B3,12,3,11/12/21,Mill,Basin,Pasteuria,0,0
M12B4,12,4,11/12/21,Mill,Basin,Pasteuria,0,0
M12B5,12,5,11/12/21,Mill,Basin,Pasteuria,0,0
M12B6,12,6,11/12/21,Mill,Basin,Pasteuria,0,0
M1B1,1,1,6/14/21,Mill,Basin,Spirobacillus,4555.85,3.658664733
M1B2,1,2,6/14/21,Mill,Basin,Spirobacillus,0,0
M1B3,1,3,6/14/21,Mill,Basin,Spirobacillus,1644.75,3.216363864
M1B4,1,4,6/14/21,Mill,Basin,Spirobacillus,410.65,2.61452812
M1B5,1,5,6/14/21,Mill,Basin,Spirobacillus,1608.85575,3.206786963
M2B1,2,1,6/28/21,Mill,Basin,Spirobacillus,1642.6,3.215796133
M2B2,2,2,6/28/21,Mill,Basin,Spirobacillus,3596.95,3.556055124
M2B3,2,3,6/28/21,Mill,Basin,Spirobacillus,2365,3.37401474
M2B4,2,4,6/28/21,Mill,Basin,Spirobacillus,1954.35,3.291224506
M2B5,2,5,6/28/21,Mill,Basin,Spirobacillus,1130.9,3.05380806
M3B1,3,1,7/12/21,Mill,Basin,Spirobacillus,12553.85,4.098811528
M3B2,3,2,7/12/21,Mill,Basin,Spirobacillus,9176.2,3.962710196
M3B3,3,3,7/12/21,Mill,Basin,Spirobacillus,12274.35,4.089033884
M3B4,3,4,7/12/21,Mill,Basin,Spirobacillus,2055.4,3.313107595
M3B5,3,5,7/12/21,Mill,Basin,Spirobacillus,3186.3,3.503422943
M4B1,4,1,7/26/21,Mill,Basin,Spirobacillus,9255.75,3.966458535
M4B2,4,2,7/26/21,Mill,Basin,Spirobacillus,6892.9,3.838464979
M4B3,4,3,7/26/21,Mill,Basin,Spirobacillus,16896.85,4.227831451
M4B4,4,4,7/26/21,Mill,Basin,Spirobacillus,924.5,2.966376423
M4B5,4,5,7/26/21,Mill,Basin,Spirobacillus,1438.35,3.158166412
M5B1,5,1,8/9/21,Mill,Basin,Spirobacillus,5549.15,3.744304721
M5B2,5,2,8/9/21,Mill,Basin,Spirobacillus,4009.75,3.603225592
M5B3,5,3,8/9/21,Mill,Basin,Spirobacillus,1231.95,3.090945465
M5B4,5,4,8/9/21,Mill,Basin,Spirobacillus,13691.2,4.136473234
M5B5,5,5,8/9/21,Mill,Basin,Spirobacillus,1745.8,3.242243183
M6B1,6,1,8/23/21,Mill,Basin,Spirobacillus,1642.6,3.215796133
M6B2,6,2,8/23/21,Mill,Basin,Spirobacillus,1539.4,3.18763351
M6B3,6,3,8/23/21,Mill,Basin,Spirobacillus,821.3,2.91503029
M6B4,6,4,8/23/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M6B5,6,5,8/23/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M6B6,6,6,8/23/21,Mill,Basin,Spirobacillus,4671.09,3.6695112
M7B1,7,1,9/7/21,Mill,Basin,Spirobacillus,3184.15,3.50312989
M7B2,7,2,9/7/21,Mill,Basin,Spirobacillus,2670.3,3.426722664
M7B3,7,3,9/7/21,Mill,Basin,Spirobacillus,4725.7,3.674558039
M7B4,7,4,9/7/21,Mill,Basin,Spirobacillus,5858.75,3.767879088
M7B5,7,5,9/7/21,Mill,Basin,Spirobacillus,3801.2,3.580034958
M8B0,8,0,9/20/21,Mill,Basin,Spirobacillus,2672.45,3.427072066
M8B1,8,1,9/20/21,Mill,Basin,Spirobacillus,2466.05,3.392177951
M8B2,8,2,9/20/21,Mill,Basin,Spirobacillus,2261.8,3.35464617
M8B3,8,3,9/20/21,Mill,Basin,Spirobacillus,2156.45,3.33394074
M8B4,8,4,9/20/21,Mill,Basin,Spirobacillus,2053.25,3.312653296
M8B5,8,5,9/20/21,Mill,Basin,Spirobacillus,1539.4,3.18763351
M8B6,8,6,9/20/21,Mill,Basin,Spirobacillus,662.55475,2.821876762
M9B0,9,0,10/4/21,Mill,Basin,Spirobacillus,718.1,2.856789289
M9B1,9,1,10/4/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M9B2,9,2,10/4/21,Mill,Basin,Spirobacillus,1438.35,3.158166412
M9B3,9,3,10/4/21,Mill,Basin,Spirobacillus,206.4,2.316808752
M9B4,9,4,10/4/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M9B5,9,5,10/4/21,Mill,Basin,Spirobacillus,821.3,2.91503029
M9B6,9,6,10/4/21,Mill,Basin,Spirobacillus,617.05,2.791023611
M10B0,10,0,10/18/21,Mill,Basin,Spirobacillus,1846.85,3.266666714
M10B1,10,1,10/18/21,Mill,Basin,Spirobacillus,1440.5,3.158814647
M10B2,10,2,10/18/21,Mill,Basin,Spirobacillus,1747.95,3.242777394
M10B3,10,3,10/18/21,Mill,Basin,Spirobacillus,720.25,2.858085826
M10B4,10,4,10/18/21,Mill,Basin,Spirobacillus,1539.4,3.18763351
M10B5,10,5,10/18/21,Mill,Basin,Spirobacillus,3188.45,3.503715798
M10B6,10,6,10/18/21,Mill,Basin,Spirobacillus,1642.6,3.215796133
M11B0,11,0,11/1/21,Mill,Basin,Spirobacillus,206.4,2.316808752
M11B1,11,1,11/1/21,Mill,Basin,Spirobacillus,412.8,2.616790486
M11B2,11,2,11/1/21,Mill,Basin,Spirobacillus,307.45,2.489184775
M11B3,11,3,11/1/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M11B4,11,4,11/1/21,Mill,Basin,Spirobacillus,307.45,2.489184775
M11B5,11,5,11/1/21,Mill,Basin,Spirobacillus,718.1,2.856789289
M11B6,11,6,11/1/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M12B0,12,0,11/12/21,Mill,Basin,Spirobacillus,410.65,2.61452812
M12B1,12,1,11/12/21,Mill,Basin,Spirobacillus,821.3,2.91503029
M12B2,12,2,11/12/21,Mill,Basin,Spirobacillus,307.45,2.489184775
M12B3,12,3,11/12/21,Mill,Basin,Spirobacillus,513.85,2.711680717
M12B4,12,4,11/12/21,Mill,Basin,Spirobacillus,410.65,2.61452812
M12B5,12,5,11/12/21,Mill,Basin,Spirobacillus,206.4,2.316808752
M12B6,12,6,11/12/21,Mill,Basin,Spirobacillus,617.05,2.791023611
W1B1,1,1,6/14/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W1B2,1,2,6/14/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W1B3,1,3,6/14/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W1B4,1,4,6/14/21,Walsh,Basin,Blastulidium,0,0
W1B5,1,5,6/14/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W2B1,2,1,6/28/21,Walsh,Basin,Blastulidium,0,0
W2B2,2,2,6/28/21,Walsh,Basin,Blastulidium,0,0
W2B3,2,3,6/28/21,Walsh,Basin,Blastulidium,0,0
W2B4,2,4,6/28/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W2B5,2,5,6/28/21,Walsh,Basin,Blastulidium,277.5048,2.444832685
W3B1,3,1,7/12/21,Walsh,Basin,Blastulidium,513.85,2.711680717
W3B2,3,2,7/12/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W3B3,3,3,7/12/21,Walsh,Basin,Blastulidium,617.05,2.791023611
W3B4,3,4,7/12/21,Walsh,Basin,Blastulidium,0,0
W3B5,3,5,7/12/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W4B1,4,1,7/26/21,Walsh,Basin,Blastulidium,410.65,2.61452812
W4B2,4,2,7/26/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W4B3,4,3,7/26/21,Walsh,Basin,Blastulidium,513.85,2.711680717
W4B4,4,4,7/26/21,Walsh,Basin,Blastulidium,0,0
W4B5,4,5,7/26/21,Walsh,Basin,Blastulidium,307.45,2.489184775
W4B6,4,6,7/26/21,Walsh,Basin,Blastulidium,0,0
W5B1,5,1,8/9/21,Walsh,Basin,Blastulidium,3085.25,3.489431103
W5B2,5,2,8/9/21,Walsh,Basin,Blastulidium,2466.05,3.392177951
W5B3,5,3,8/9/21,Walsh,Basin,Blastulidium,1285.055,3.109259542
W5B4,5,4,8/9/21,Walsh,Basin,Blastulidium,513.85,2.711680717
W5B5,5,5,8/9/21,Walsh,Basin,Blastulidium,823.45,2.916164322
W6B1,6,1,8/23/21,Walsh,Basin,Blastulidium,8174.3,3.912503698
W6B2,6,2,8/23/21,Walsh,Basin,Blastulidium,2158.6,3.334373319
W6B3,6,3,8/23/21,Walsh,Basin,Blastulidium,2571.4,3.410338501
W6B4,6,4,8/23/21,Walsh,Basin,Blastulidium,3289.5,3.517261895
W6B5,6,5,8/23/21,Walsh,Basin,Blastulidium,3293.8,3.517829057
W6B6,6,6,8/23/21,Walsh,Basin,Blastulidium,58295.9385,4.765645748
W7B0,7,0,9/7/21,Walsh,Basin,Blastulidium,1337.3,3.126553478
W7B1,7,1,9/7/21,Walsh,Basin,Blastulidium,10193.15,4.00835102
W7B2,7,2,9/7/21,Walsh,Basin,Blastulidium,3923.75,3.593811998
W7B3,7,3,9/7/21,Walsh,Basin,Blastulidium,15985.25,4.2037466
W7B4,7,4,9/7/21,Walsh,Basin,Blastulidium,18490,4.266960399
W7B5,7,5,9/7/21,Walsh,Basin,Blastulidium,19160.8,4.282436303
W8B0,8,0,9/20/21,Walsh,Basin,Blastulidium,513.85,2.711680717
W8B1,8,1,9/20/21,Walsh,Basin,Blastulidium,1335.15,3.125855216
W8B2,8,2,9/20/21,Walsh,Basin,Blastulidium,617.05,2.791023611
W8B3,8,3,9/20/21,Walsh,Basin,Blastulidium,4112.95,3.614259009
W8B4,8,4,9/20/21,Walsh,Basin,Blastulidium,3805.5,3.580525834
W8B5,8,5,9/20/21,Walsh,Basin,Blastulidium,5553.45,3.744641062
W8B6,8,6,9/20/21,Walsh,Basin,Blastulidium,79851,4.902285798
W9B0,9,0,10/4/21,Walsh,Basin,Blastulidium,1541.55,3.18823925
W9B1,9,1,10/4/21,Walsh,Basin,Blastulidium,410.65,2.61452812
W9B2,9,2,10/4/21,Walsh,Basin,Blastulidium,1541.55,3.18823925
W9B3,9,3,10/4/21,Walsh,Basin,Blastulidium,1642.6,3.215796133
W9B4,9,4,10/4/21,Walsh,Basin,Blastulidium,5050.35,3.703407461
W9B5,9,5,10/4/21,Walsh,Basin,Blastulidium,3190.6,3.504008456
W9B6,9,6,10/4/21,Walsh,Basin,Blastulidium,74207.25,4.87045219
W10B0,10,0,10/18/21,Walsh,Basin,Blastulidium,309.6,2.492201451
W10B1,10,1,10/18/21,Walsh,Basin,Blastulidium,1851.15,3.267676156
W10B2,10,2,10/18/21,Walsh,Basin,Blastulidium,1644.75,3.216363864
W10B3,10,3,10/18/21,Walsh,Basin,Blastulidium,1234.1,3.091702122
W10B4,10,4,10/18/21,Walsh,Basin,Blastulidium,1130.9,3.05380806
W10B5,10,5,10/18/21,Walsh,Basin,Blastulidium,410.65,2.61452812
W10B6,10,6,10/18/21,Walsh,Basin,Blastulidium,958.86775,2.9822114
W11B0,11,0,11/1/21,Walsh,Basin,Blastulidium,0,0
W11B1,11,1,11/1/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W11B2,11,2,11/1/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W11B3,11,3,11/1/21,Walsh,Basin,Blastulidium,617.05,2.791023611
W11B4,11,4,11/1/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W11B5,11,5,11/1/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W11B6,11,6,11/1/21,Walsh,Basin,Blastulidium,103.2,2.017867719
W12B0,12,0,11/12/21,Walsh,Basin,Blastulidium,617.05,2.791023611
W12B1,12,1,11/12/21,Walsh,Basin,Blastulidium,0,0
W12B2,12,2,11/12/21,Walsh,Basin,Blastulidium,926.65,2.967384149
W12B3,12,3,11/12/21,Walsh,Basin,Blastulidium,307.45,2.489184775
W12B4,12,4,11/12/21,Walsh,Basin,Blastulidium,307.45,2.489184775
W12B5,12,5,11/12/21,Walsh,Basin,Blastulidium,206.4,2.316808752
W12B6,12,6,11/12/21,Walsh,Basin,Blastulidium,1644.75,3.216363864
W1B1,1,1,6/14/21,Walsh,Basin,Ordospora,0,0
W1B2,1,2,6/14/21,Walsh,Basin,Ordospora,0,0
W1B3,1,3,6/14/21,Walsh,Basin,Ordospora,0,0
W1B4,1,4,6/14/21,Walsh,Basin,Ordospora,0,0
W1B5,1,5,6/14/21,Walsh,Basin,Ordospora,206.4,2.316808752
W2B1,2,1,6/28/21,Walsh,Basin,Ordospora,0,0
W2B2,2,2,6/28/21,Walsh,Basin,Ordospora,0,0
W2B3,2,3,6/28/21,Walsh,Basin,Ordospora,0,0
W2B4,2,4,6/28/21,Walsh,Basin,Ordospora,0,0
W2B5,2,5,6/28/21,Walsh,Basin,Ordospora,0,0
W3B1,3,1,7/12/21,Walsh,Basin,Ordospora,103.2,2.017867719
W3B2,3,2,7/12/21,Walsh,Basin,Ordospora,0,0
W3B3,3,3,7/12/21,Walsh,Basin,Ordospora,0,0
W3B4,3,4,7/12/21,Walsh,Basin,Ordospora,103.2,2.017867719
W3B5,3,5,7/12/21,Walsh,Basin,Ordospora,206.4,2.316808752
W4B1,4,1,7/26/21,Walsh,Basin,Ordospora,206.4,2.316808752
W4B2,4,2,7/26/21,Walsh,Basin,Ordospora,307.45,2.489184775
W4B3,4,3,7/26/21,Walsh,Basin,Ordospora,1438.35,3.158166412
W4B4,4,4,7/26/21,Walsh,Basin,Ordospora,924.5,2.966376423
W4B5,4,5,7/26/21,Walsh,Basin,Ordospora,2259.65,3.354233329
W4B6,4,6,7/26/21,Walsh,Basin,Ordospora,18683.586,4.271483479
W5B1,5,1,8/9/21,Walsh,Basin,Ordospora,2494,3.39707055
W5B2,5,2,8/9/21,Walsh,Basin,Ordospora,2259.65,3.354233329
W5B3,5,3,8/9/21,Walsh,Basin,Ordospora,5860.4485,3.768004954
W5B4,5,4,8/9/21,Walsh,Basin,Ordospora,3287.35,3.516978036
W5B5,5,5,8/9/21,Walsh,Basin,Ordospora,15877.75,4.200816311
W6B1,6,1,8/23/21,Walsh,Basin,Ordospora,3100.3,3.491543779
W6B2,6,2,8/23/21,Walsh,Basin,Ordospora,718.1,2.856789289
W6B3,6,3,8/23/21,Walsh,Basin,Ordospora,2362.85,3.373619915
W6B4,6,4,8/23/21,Walsh,Basin,Ordospora,1438.35,3.158166412
W6B5,6,5,8/23/21,Walsh,Basin,Ordospora,10713.45,4.029969883
W6B6,6,6,8/23/21,Walsh,Basin,Ordospora,571538.8,5.757046479
W7B0,7,0,9/7/21,Walsh,Basin,Ordospora,1234.1,3.091702122
W7B1,7,1,9/7/21,Walsh,Basin,Ordospora,1341.6,3.127946643
W7B2,7,2,9/7/21,Walsh,Basin,Ordospora,617.05,2.791023611
W7B3,7,3,9/7/21,Walsh,Basin,Ordospora,1438.35,3.158166412
W7B4,7,4,9/7/21,Walsh,Basin,Ordospora,1846.85,3.266666714
W7B5,7,5,9/7/21,Walsh,Basin,Ordospora,4424.7,3.645981972
W8B0,8,0,9/20/21,Walsh,Basin,Ordospora,1545.85,3.189448202
W8B1,8,1,9/20/21,Walsh,Basin,Ordospora,1027.7,3.01228874
W8B2,8,2,9/20/21,Walsh,Basin,Ordospora,410.65,2.61452812
W8B3,8,3,9/20/21,Walsh,Basin,Ordospora,2055.4,3.313107595
W8B4,8,4,9/20/21,Walsh,Basin,Ordospora,1027.7,3.01228874
W8B5,8,5,9/20/21,Walsh,Basin,Ordospora,2878.85,3.459369868
W8B6,8,6,9/20/21,Walsh,Basin,Ordospora,1128750,6.052598148
W9B0,9,0,10/4/21,Walsh,Basin,Ordospora,2775.65,3.44352114
W9B1,9,1,10/4/21,Walsh,Basin,Ordospora,1231.95,3.090945465
W9B2,9,2,10/4/21,Walsh,Basin,Ordospora,1231.95,3.090945465
W9B3,9,3,10/4/21,Walsh,Basin,Ordospora,1438.35,3.158166412
W9B4,9,4,10/4/21,Walsh,Basin,Ordospora,2672.45,3.427072066
W9B5,9,5,10/4/21,Walsh,Basin,Ordospora,4527.9,3.655992731
W9B6,9,6,10/4/21,Walsh,Basin,Ordospora,2638050,6.421283187
W10B0,10,0,10/18/21,Walsh,Basin,Ordospora,410.65,2.61452812
W10B1,10,1,10/18/21,Walsh,Basin,Ordospora,3289.5,3.517261895
W10B2,10,2,10/18/21,Walsh,Basin,Ordospora,1438.35,3.158166412
W10B3,10,3,10/18/21,Walsh,Basin,Ordospora,1337.3,3.126553478
W10B4,10,4,10/18/21,Walsh,Basin,Ordospora,2259.65,3.354233329
W10B5,10,5,10/18/21,Walsh,Basin,Ordospora,307.45,2.489184775
W10B6,10,6,10/18/21,Walsh,Basin,Ordospora,31030.16525,4.491798084
W11B0,11,0,11/1/21,Walsh,Basin,Ordospora,103.2,2.017867719
W11B1,11,1,11/1/21,Walsh,Basin,Ordospora,206.4,2.316808752
W11B2,11,2,11/1/21,Walsh,Basin,Ordospora,410.65,2.61452812
W11B3,11,3,11/1/21,Walsh,Basin,Ordospora,307.45,2.489184775
W11B4,11,4,11/1/21,Walsh,Basin,Ordospora,617.05,2.791023611
W11B5,11,5,11/1/21,Walsh,Basin,Ordospora,0,0
W11B6,11,6,11/1/21,Walsh,Basin,Ordospora,0,0
W12B0,12,0,11/12/21,Walsh,Basin,Ordospora,0,0
W12B1,12,1,11/12/21,Walsh,Basin,Ordospora,0,0
W12B2,12,2,11/12/21,Walsh,Basin,Ordospora,103.2,2.017867719
W12B3,12,3,11/12/21,Walsh,Basin,Ordospora,103.2,2.017867719
W12B4,12,4,11/12/21,Walsh,Basin,Ordospora,0,0
W12B5,12,5,11/12/21,Walsh,Basin,Ordospora,103.2,2.017867719
W12B6,12,6,11/12/21,Walsh,Basin,Ordospora,821.3,2.91503029
W1B1,1,1,6/14/21,Walsh,Basin,Metschnikowia,0,0
W1B2,1,2,6/14/21,Walsh,Basin,Metschnikowia,0,0
W1B3,1,3,6/14/21,Walsh,Basin,Metschnikowia,414.95,2.619041129
W1B4,1,4,6/14/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W1B5,1,5,6/14/21,Walsh,Basin,Metschnikowia,0,0
W2B1,2,1,6/28/21,Walsh,Basin,Metschnikowia,0,0
W2B2,2,2,6/28/21,Walsh,Basin,Metschnikowia,0,0
W2B3,2,3,6/28/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W2B4,2,4,6/28/21,Walsh,Basin,Metschnikowia,0,0
W2B5,2,5,6/28/21,Walsh,Basin,Metschnikowia,138.7524,2.145359275
W3B1,3,1,7/12/21,Walsh,Basin,Metschnikowia,0,0
W3B2,3,2,7/12/21,Walsh,Basin,Metschnikowia,0,0
W3B3,3,3,7/12/21,Walsh,Basin,Metschnikowia,0,0
W3B4,3,4,7/12/21,Walsh,Basin,Metschnikowia,0,0
W3B5,3,5,7/12/21,Walsh,Basin,Metschnikowia,0,0
W4B1,4,1,7/26/21,Walsh,Basin,Metschnikowia,0,0
W4B2,4,2,7/26/21,Walsh,Basin,Metschnikowia,0,0
W4B3,4,3,7/26/21,Walsh,Basin,Metschnikowia,0,0
W4B4,4,4,7/26/21,Walsh,Basin,Metschnikowia,410.65,2.61452812
W4B5,4,5,7/26/21,Walsh,Basin,Metschnikowia,0,0
W4B6,4,6,7/26/21,Walsh,Basin,Metschnikowia,1556.9655,3.192557836
W5B1,5,1,8/9/21,Walsh,Basin,Metschnikowia,0,0
W5B2,5,2,8/9/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W5B3,5,3,8/9/21,Walsh,Basin,Metschnikowia,143.448,2.159711533
W5B4,5,4,8/9/21,Walsh,Basin,Metschnikowia,0,0
W5B5,5,5,8/9/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W6B1,6,1,8/23/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W6B2,6,2,8/23/21,Walsh,Basin,Metschnikowia,0,0
W6B3,6,3,8/23/21,Walsh,Basin,Metschnikowia,206.4,2.316808752
W6B4,6,4,8/23/21,Walsh,Basin,Metschnikowia,0,0
W6B5,6,5,8/23/21,Walsh,Basin,Metschnikowia,513.85,2.711680717
W6B6,6,6,8/23/21,Walsh,Basin,Metschnikowia,12169.11825,4.085294798
W7B0,7,0,9/7/21,Walsh,Basin,Metschnikowia,0,0
W7B1,7,1,9/7/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W7B2,7,2,9/7/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W7B3,7,3,9/7/21,Walsh,Basin,Metschnikowia,206.4,2.316808752
W7B4,7,4,9/7/21,Walsh,Basin,Metschnikowia,309.6,2.492201451
W7B5,7,5,9/7/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W8B0,8,0,9/20/21,Walsh,Basin,Metschnikowia,823.45,2.916164322
W8B1,8,1,9/20/21,Walsh,Basin,Metschnikowia,0,0
W8B2,8,2,9/20/21,Walsh,Basin,Metschnikowia,410.65,2.61452812
W8B3,8,3,9/20/21,Walsh,Basin,Metschnikowia,821.3,2.91503029
W8B4,8,4,9/20/21,Walsh,Basin,Metschnikowia,0,0
W8B5,8,5,9/20/21,Walsh,Basin,Metschnikowia,307.45,2.489184775
W8B6,8,6,9/20/21,Walsh,Basin,Metschnikowia,21070,4.323685147
W9B0,9,0,10/4/21,Walsh,Basin,Metschnikowia,248755,5.395773565
W9B1,9,1,10/4/21,Walsh,Basin,Metschnikowia,617.05,2.791023611
W9B2,9,2,10/4/21,Walsh,Basin,Metschnikowia,513.85,2.711680717
W9B3,9,3,10/4/21,Walsh,Basin,Metschnikowia,1128.75,3.05298235
W9B4,9,4,10/4/21,Walsh,Basin,Metschnikowia,1442.65,3.159461915
W9B5,9,5,10/4/21,Walsh,Basin,Metschnikowia,103.2,2.017867719
W9B6,9,6,10/4/21,Walsh,Basin,Metschnikowia,61844.75,4.791309861
W10B0,10,0,10/18/21,Walsh,Basin,Metschnikowia,1444.8,3.16010822
W10B1,10,1,10/18/21,Walsh,Basin,Metschnikowia,2261.8,3.35464617
W10B2,10,2,10/18/21,Walsh,Basin,Metschnikowia,2672.45,3.427072066
W10B3,10,3,10/18/21,Walsh,Basin,Metschnikowia,1849,3.267171728
W10B4,10,4,10/18/21,Walsh,Basin,Metschnikowia,4216.15,3.625019049
W10B5,10,5,10/18/21,Walsh,Basin,Metschnikowia,1234.1,3.091702122
W10B6,10,6,10/18/21,Walsh,Basin,Metschnikowia,1199.83975,3.079485055
