Sample,Round,Depth,Date,Lake,Parasite,Concentration,ConcentrationLog10Plus1
LA2B3,2,3,6/23/21,LilAp,Spirobacillus,3083.1,3.489128451
LA2B4,2,4,6/23/21,LilAp,Spirobacillus,103.2,2.017867719
LA2B5,2,5,6/23/21,LilAp,Spirobacillus,617.05,2.791023611
LA2B6,2,6,6/23/21,LilAp,Spirobacillus,7787.7085,3.89146545
LA3B1,3,1,7/7/21,LilAp,Spirobacillus,12052.9,4.081127584
LA3B2,3,2,7/7/21,LilAp,Spirobacillus,3184.15,3.50312989
LA3B3,3,3,7/7/21,LilAp,Spirobacillus,1337.3,3.126553478
LA3B4,3,4,7/7/21,LilAp,Spirobacillus,1231.95,3.090945465
LA3B5,3,5,7/7/21,LilAp,Spirobacillus,718.1,2.856789289
LA3B6,3,6,7/7/21,LilAp,Spirobacillus,10282.6115,4.012145661
LA4B1,4,1,7/21/21,LilAp,Spirobacillus,8382.3125,3.923415655
LA4B2,4,2,7/21/21,LilAp,Spirobacillus,6684.35,3.825124149
LA4B3,4,3,7/21/21,LilAp,Spirobacillus,4730,3.674952948
LA4B4,4,4,7/21/21,LilAp,Spirobacillus,513.85,2.711680717
LA4B5,4,5,7/21/21,LilAp,Spirobacillus,720.25,2.858085826
LA4B6,4,6,7/21/21,LilAp,Spirobacillus,8119.80825,3.909599256
LA5B1,5,1,8/4/21,LilAp,Spirobacillus,307.45,2.489184775
LA5B2,5,2,8/4/21,LilAp,Spirobacillus,924.5,2.966376423
LA5B3,5,3,8/4/21,LilAp,Spirobacillus,2876.7,3.459045517
LA5B4,5,4,8/4/21,LilAp,Spirobacillus,2055.4,3.313107595
LA5B5,5,5,8/4/21,LilAp,Spirobacillus,5654.5,3.752471007
LA5B6,5,6,8/4/21,LilAp,Spirobacillus,6991.8,3.844651107
LA6B1,6,1,8/18/21,LilAp,Spirobacillus,5961.95,3.775461168
LA6B2,6,2,8/18/21,LilAp,Spirobacillus,62780,4.797828229
LA6B3,6,3,8/18/21,LilAp,Spirobacillus,1642.6,3.215796133
LA6B4,6,4,8/18/21,LilAp,Spirobacillus,307.45,2.489184775
LA6B5,6,5,8/18/21,LilAp,Spirobacillus,3186.3,3.503422943
LA6B6,6,6,8/18/21,LilAp,Spirobacillus,8744.05,3.941762297
LA7B1,7,1,9/1/21,LilAp,Spirobacillus,7608.85,3.881376096
LA7B2,7,2,9/1/21,LilAp,Spirobacillus,2158.6,3.334373319
LA7B3,7,3,9/1/21,LilAp,Spirobacillus,103.2,2.017867719
LA7B4,7,4,9/1/21,LilAp,Spirobacillus,1642.6,3.215796133
LA7B5,7,5,9/1/21,LilAp,Spirobacillus,4317.2,3.635302753
LA7B6,7,6,9/1/21,LilAp,Spirobacillus,11226.526,4.050284069
LA8B0,8,0,9/15/21,LilAp,Spirobacillus,1234.1,3.091702122
LA8B1,8,1,9/15/21,LilAp,Spirobacillus,1335.15,3.125855216
LA8B2,8,2,9/15/21,LilAp,Spirobacillus,1027.7,3.01228874
LA8B3,8,3,9/15/21,LilAp,Spirobacillus,2569.25,3.409975368
LA8B4,8,4,9/15/21,LilAp,Spirobacillus,2259.65,3.354233329
LA8B5,8,5,9/15/21,LilAp,Spirobacillus,1954.35,3.291224506
LA8B6,8,6,9/15/21,LilAp,Spirobacillus,6374.75,3.80453128
LA9B0,9,0,9/29/21,LilAp,Spirobacillus,617.05,2.791023611
LA9B1,9,1,9/29/21,LilAp,Spirobacillus,1231.95,3.090945465
LA9B2,9,2,9/29/21,LilAp,Spirobacillus,39925.5,4.601261241
LA9B3,9,3,9/29/21,LilAp,Spirobacillus,103.2,2.017867719
LA9B4,9,4,9/29/21,LilAp,Spirobacillus,307.45,2.489184775
LA9B5,9,5,9/29/21,LilAp,Spirobacillus,829.9,2.919548759
LA9B6,9,6,9/29/21,LilAp,Spirobacillus,7776.378,3.890833207
LA10B0,10,0,10/13/21,LilAp,Spirobacillus,924.5,2.966376423
LA10B1,10,1,10/13/21,LilAp,Spirobacillus,1128.75,3.05298235
LA10B2,10,2,10/13/21,LilAp,Spirobacillus,1956.5,3.291701771
LA10B3,10,3,10/13/21,LilAp,Spirobacillus,924.5,2.966376423
LA10B4,10,4,10/13/21,LilAp,Spirobacillus,206.4,2.316808752
LA10B5,10,5,10/13/21,LilAp,Spirobacillus,206.4,2.316808752
LA10B6,10,6,10/13/21,LilAp,Spirobacillus,3083.1,3.489128451
LA11B0,11,0,10/27/21,LilAp,Spirobacillus,410.65,2.61452812
LA11B1,11,1,10/27/21,LilAp,Spirobacillus,410.65,2.61452812
LA11B2,11,2,10/27/21,LilAp,Spirobacillus,617.05,2.791023611
LA11B3,11,3,10/27/21,LilAp,Spirobacillus,410.65,2.61452812
LA11B4,11,4,10/27/21,LilAp,Spirobacillus,821.3,2.91503029
LA11B5,11,5,10/27/21,LilAp,Spirobacillus,1335.15,3.125855216
LA11B6,11,6,10/27/21,LilAp,Spirobacillus,821.3,2.91503029
LA12B0,12,0,11/10/21,LilAp,Spirobacillus,0,0
LA12B1,12,1,11/10/21,LilAp,Spirobacillus,412.8,2.616790486
LA12B2,12,2,11/10/21,LilAp,Spirobacillus,206.4,2.316808752
LA12B3,12,3,11/10/21,LilAp,Spirobacillus,513.85,2.711680717
LA12B4,12,4,11/10/21,LilAp,Spirobacillus,103.2,2.017867719
LA12B5,12,5,11/10/21,LilAp,Spirobacillus,206.4,2.316808752
LA12B6,12,6,11/10/21,LilAp,Spirobacillus,307.45,2.489184775
M1B1,1,1,6/14/21,Mill,Blastulidium,0,0
M1B2,1,2,6/14/21,Mill,Blastulidium,0,0
M1B3,1,3,6/14/21,Mill,Blastulidium,0,0
M1B4,1,4,6/14/21,Mill,Blastulidium,206.4,2.316808752
M1B5,1,5,6/14/21,Mill,Blastulidium,0,0
M2B1,2,1,6/28/21,Mill,Blastulidium,0,0
M2B2,2,2,6/28/21,Mill,Blastulidium,0,0
M2B3,2,3,6/28/21,Mill,Blastulidium,0,0
M2B4,2,4,6/28/21,Mill,Blastulidium,0,0
M2B5,2,5,6/28/21,Mill,Blastulidium,0,0
M3B1,3,1,7/12/21,Mill,Blastulidium,0,0
M3B2,3,2,7/12/21,Mill,Blastulidium,0,0
M3B3,3,3,7/12/21,Mill,Blastulidium,0,0
M3B4,3,4,7/12/21,Mill,Blastulidium,0,0
M3B5,3,5,7/12/21,Mill,Blastulidium,0,0
M4B1,4,1,7/26/21,Mill,Blastulidium,103.2,2.017867719
M4B2,4,2,7/26/21,Mill,Blastulidium,103.2,2.017867719
M4B3,4,3,7/26/21,Mill,Blastulidium,718.1,2.856789289
M4B4,4,4,7/26/21,Mill,Blastulidium,206.4,2.316808752
M4B5,4,5,7/26/21,Mill,Blastulidium,0,0
M5B1,5,1,8/9/21,Mill,Blastulidium,0,0
M5B2,5,2,8/9/21,Mill,Blastulidium,206.4,2.316808752
M5B3,5,3,8/9/21,Mill,Blastulidium,0,0
M5B4,5,4,8/9/21,Mill,Blastulidium,1438.35,3.158166412
M5B5,5,5,8/9/21,Mill,Blastulidium,1438.35,3.158166412
M6B1,6,1,8/23/21,Mill,Blastulidium,0,0
M6B2,6,2,8/23/21,Mill,Blastulidium,206.4,2.316808752
M6B3,6,3,8/23/21,Mill,Blastulidium,718.1,2.856789289
M6B4,6,4,8/23/21,Mill,Blastulidium,1027.7,3.01228874
M6B5,6,5,8/23/21,Mill,Blastulidium,1027.7,3.01228874
M6B6,6,6,8/23/21,Mill,Blastulidium,44494.422,4.64831533
M7B1,7,1,9/7/21,Mill,Blastulidium,2053.25,3.312653296
M7B2,7,2,9/7/21,Mill,Blastulidium,2053.25,3.312653296
M7B3,7,3,9/7/21,Mill,Blastulidium,2259.65,3.354233329
M7B4,7,4,9/7/21,Mill,Blastulidium,5858.75,3.767879088
M7B5,7,5,9/7/21,Mill,Blastulidium,24445.5,4.38821669
M8B0,8,0,9/20/21,Mill,Blastulidium,617.05,2.791023611
M8B1,8,1,9/20/21,Mill,Blastulidium,410.65,2.61452812
M8B2,8,2,9/20/21,Mill,Blastulidium,103.2,2.017867719
M8B3,8,3,9/20/21,Mill,Blastulidium,103.2,2.017867719
M8B4,8,4,9/20/21,Mill,Blastulidium,1027.7,3.01228874
M8B5,8,5,9/20/21,Mill,Blastulidium,4005.45,3.602759727
M8B6,8,6,9/20/21,Mill,Blastulidium,41569.519,4.618785447
M9B0,9,0,10/4/21,Mill,Blastulidium,0,0
M9B1,9,1,10/4/21,Mill,Blastulidium,103.2,2.017867719
M9B2,9,2,10/4/21,Mill,Blastulidium,307.45,2.489184775
M9B3,9,3,10/4/21,Mill,Blastulidium,103.2,2.017867719
M9B4,9,4,10/4/21,Mill,Blastulidium,103.2,2.017867719
M9B5,9,5,10/4/21,Mill,Blastulidium,617.05,2.791023611
M9B6,9,6,10/4/21,Mill,Blastulidium,513.85,2.711680717
M10B0,10,0,10/18/21,Mill,Blastulidium,614.9,2.789510204
M10B1,10,1,10/18/21,Mill,Blastulidium,720.25,2.858085826
M10B2,10,2,10/18/21,Mill,Blastulidium,1027.7,3.01228874
M10B3,10,3,10/18/21,Mill,Blastulidium,1541.55,3.18823925
M10B4,10,4,10/18/21,Mill,Blastulidium,1849,3.267171728
M10B5,10,5,10/18/21,Mill,Blastulidium,2158.6,3.334373319
M10B6,10,6,10/18/21,Mill,Blastulidium,3390.55,3.530398224
M11B0,11,0,11/1/21,Mill,Blastulidium,206.4,2.316808752
M11B1,11,1,11/1/21,Mill,Blastulidium,206.4,2.316808752
M11B2,11,2,11/1/21,Mill,Blastulidium,617.05,2.791023611
M11B3,11,3,11/1/21,Mill,Blastulidium,0,0
M11B4,11,4,11/1/21,Mill,Blastulidium,0,0
M11B5,11,5,11/1/21,Mill,Blastulidium,614.9,2.789510204
M11B6,11,6,11/1/21,Mill,Blastulidium,0,0
M12B0,12,0,11/12/21,Mill,Blastulidium,1335.15,3.125855216
M12B1,12,1,11/12/21,Mill,Blastulidium,410.65,2.61452812
M12B2,12,2,11/12/21,Mill,Blastulidium,3085.25,3.489431103
M12B3,12,3,11/12/21,Mill,Blastulidium,2463.9,3.391799305
M12B4,12,4,11/12/21,Mill,Blastulidium,1541.55,3.18823925
M12B5,12,5,11/12/21,Mill,Blastulidium,1335.15,3.125855216
M12B6,12,6,11/12/21,Mill,Blastulidium,2672.45,3.427072066
M1B1,1,1,6/14/21,Mill,Ordospora,103.2,2.017867719
M1B2,1,2,6/14/21,Mill,Ordospora,0,0
M1B3,1,3,6/14/21,Mill,Ordospora,0,0
M1B4,1,4,6/14/21,Mill,Ordospora,0,0
M1B5,1,5,6/14/21,Mill,Ordospora,0,0
M2B1,2,1,6/28/21,Mill,Ordospora,0,0
M2B2,2,2,6/28/21,Mill,Ordospora,0,0
M2B3,2,3,6/28/21,Mill,Ordospora,103.2,2.017867719
M2B4,2,4,6/28/21,Mill,Ordospora,0,0
M2B5,2,5,6/28/21,Mill,Ordospora,0,0
M3B1,3,1,7/12/21,Mill,Ordospora,518.15,2.715292858
M3B2,3,2,7/12/21,Mill,Ordospora,206.4,2.316808752
M3B3,3,3,7/12/21,Mill,Ordospora,103.2,2.017867719
M3B4,3,4,7/12/21,Mill,Ordospora,103.2,2.017867719
M3B5,3,5,7/12/21,Mill,Ordospora,0,0
M4B1,4,1,7/26/21,Mill,Ordospora,614.9,2.789510204
M4B2,4,2,7/26/21,Mill,Ordospora,103.2,2.017867719
M4B3,4,3,7/26/21,Mill,Ordospora,617.05,2.791023611
M4B4,4,4,7/26/21,Mill,Ordospora,0,0
M4B5,4,5,7/26/21,Mill,Ordospora,0,0
M5B1,5,1,8/9/21,Mill,Ordospora,0,0
M5B2,5,2,8/9/21,Mill,Ordospora,0,0
M5B3,5,3,8/9/21,Mill,Ordospora,103.2,2.017867719
M5B4,5,4,8/9/21,Mill,Ordospora,1950.05,3.290268399
M5B5,5,5,8/9/21,Mill,Ordospora,617.05,2.791023611
M6B1,6,1,8/23/21,Mill,Ordospora,617.05,2.791023611
M6B2,6,2,8/23/21,Mill,Ordospora,307.45,2.489184775
M6B3,6,3,8/23/21,Mill,Ordospora,1234.1,3.091702122
M6B4,6,4,8/23/21,Mill,Ordospora,821.3,2.91503029
M6B5,6,5,8/23/21,Mill,Ordospora,2362.85,3.373619915
M6B6,6,6,8/23/21,Mill,Ordospora,0,0
M7B1,7,1,9/7/21,Mill,Ordospora,821.3,2.91503029
M7B2,7,2,9/7/21,Mill,Ordospora,1849,3.267171728
M7B3,7,3,9/7/21,Mill,Ordospora,513.85,2.711680717
M7B4,7,4,9/7/21,Mill,Ordospora,924.5,2.966376423
M7B5,7,5,9/7/21,Mill,Ordospora,2569.25,3.409975368
M8B0,8,0,9/20/21,Mill,Ordospora,410.65,2.61452812
M8B1,8,1,9/20/21,Mill,Ordospora,0,0
M8B2,8,2,9/20/21,Mill,Ordospora,206.4,2.316808752
M8B3,8,3,9/20/21,Mill,Ordospora,1231.95,3.090945465
M8B4,8,4,9/20/21,Mill,Ordospora,1541.55,3.18823925
M8B5,8,5,9/20/21,Mill,Ordospora,2053.25,3.312653296
M8B6,8,6,9/20/21,Mill,Ordospora,52309.3925,4.718587979
M9B0,9,0,10/4/21,Mill,Ordospora,103.2,2.017867719
M9B1,9,1,10/4/21,Mill,Ordospora,0,0
M9B2,9,2,10/4/21,Mill,Ordospora,103.2,2.017867719
M9B3,9,3,10/4/21,Mill,Ordospora,0,0
M9B4,9,4,10/4/21,Mill,Ordospora,206.4,2.316808752
M9B5,9,5,10/4/21,Mill,Ordospora,1954.35,3.291224506
M9B6,9,6,10/4/21,Mill,Ordospora,1440.5,3.158814647
M10B0,10,0,10/18/21,Mill,Ordospora,513.85,2.711680717
M10B1,10,1,10/18/21,Mill,Ordospora,103.2,2.017867719
M10B2,10,2,10/18/21,Mill,Ordospora,720.25,2.858085826
M10B3,10,3,10/18/21,Mill,Ordospora,513.85,2.711680717
M10B4,10,4,10/18/21,Mill,Ordospora,614.9,2.789510204
M10B5,10,5,10/18/21,Mill,Ordospora,1130.9,3.05380806
M10B6,10,6,10/18/21,Mill,Ordospora,206.4,2.316808752
M11B0,11,0,11/1/21,Mill,Ordospora,206.4,2.316808752
M11B1,11,1,11/1/21,Mill,Ordospora,103.2,2.017867719
M11B2,11,2,11/1/21,Mill,Ordospora,1438.35,3.158166412
M11B3,11,3,11/1/21,Mill,Ordospora,206.4,2.316808752
M11B4,11,4,11/1/21,Mill,Ordospora,103.2,2.017867719
M11B5,11,5,11/1/21,Mill,Ordospora,0,0
M11B6,11,6,11/1/21,Mill,Ordospora,103.2,2.017867719
M12B0,12,0,11/12/21,Mill,Ordospora,307.45,2.489184775
M12B1,12,1,11/12/21,Mill,Ordospora,103.2,2.017867719
M12B2,12,2,11/12/21,Mill,Ordospora,0,0
M12B3,12,3,11/12/21,Mill,Ordospora,0,0
M12B4,12,4,11/12/21,Mill,Ordospora,206.4,2.316808752
M12B5,12,5,11/12/21,Mill,Ordospora,103.2,2.017867719
M12B6,12,6,11/12/21,Mill,Ordospora,103.2,2.017867719
M1B1,1,1,6/14/21,Mill,Metschnikowia,103.2,2.017867719
M1B2,1,2,6/14/21,Mill,Metschnikowia,0,0
M1B3,1,3,6/14/21,Mill,Metschnikowia,0,0
M1B4,1,4,6/14/21,Mill,Metschnikowia,0,0
M1B5,1,5,6/14/21,Mill,Metschnikowia,248.712,2.397439413
M2B1,2,1,6/28/21,Mill,Metschnikowia,0,0
M2B2,2,2,6/28/21,Mill,Metschnikowia,0,0
M2B3,2,3,6/28/21,Mill,Metschnikowia,103.2,2.017867719
M2B4,2,4,6/28/21,Mill,Metschnikowia,0,0
M2B5,2,5,6/28/21,Mill,Metschnikowia,0,0
M3B1,3,1,7/12/21,Mill,Metschnikowia,0,0
M3B2,3,2,7/12/21,Mill,Metschnikowia,0,0
M3B3,3,3,7/12/21,Mill,Metschnikowia,0,0
M3B4,3,4,7/12/21,Mill,Metschnikowia,0,0
M3B5,3,5,7/12/21,Mill,Metschnikowia,0,0
M4B1,4,1,7/26/21,Mill,Metschnikowia,103.2,2.017867719
M4B2,4,2,7/26/21,Mill,Metschnikowia,103.2,2.017867719
M4B3,4,3,7/26/21,Mill,Metschnikowia,103.2,2.017867719
M4B4,4,4,7/26/21,Mill,Metschnikowia,0,0
M4B5,4,5,7/26/21,Mill,Metschnikowia,206.4,2.316808752
M5B1,5,1,8/9/21,Mill,Metschnikowia,0,0
M5B2,5,2,8/9/21,Mill,Metschnikowia,0,0
M5B3,5,3,8/9/21,Mill,Metschnikowia,0,0
M5B4,5,4,8/9/21,Mill,Metschnikowia,307.45,2.489184775
M5B5,5,5,8/9/21,Mill,Metschnikowia,103.2,2.017867719
M6B1,6,1,8/23/21,Mill,Metschnikowia,410.65,2.61452812
M6B2,6,2,8/23/21,Mill,Metschnikowia,0,0
M6B3,6,3,8/23/21,Mill,Metschnikowia,0,0
M6B4,6,4,8/23/21,Mill,Metschnikowia,513.85,2.711680717
M6B5,6,5,8/23/21,Mill,Metschnikowia,103.2,2.017867719
M6B6,6,6,8/23/21,Mill,Metschnikowia,12566.148,4.09923673
M7B1,7,1,9/7/21,Mill,Metschnikowia,206.4,2.316808752
M7B2,7,2,9/7/21,Mill,Metschnikowia,0,0
M7B3,7,3,9/7/21,Mill,Metschnikowia,103.2,2.017867719
M7B4,7,4,9/7/21,Mill,Metschnikowia,0,0
M7B5,7,5,9/7/21,Mill,Metschnikowia,103.2,2.017867719
M8B0,8,0,9/20/21,Mill,Metschnikowia,0,0
M8B1,8,1,9/20/21,Mill,Metschnikowia,410.65,2.61452812
M8B2,8,2,9/20/21,Mill,Metschnikowia,513.85,2.711680717
M8B3,8,3,9/20/21,Mill,Metschnikowia,821.3,2.91503029
M8B4,8,4,9/20/21,Mill,Metschnikowia,1130.9,3.05380806
M8B5,8,5,9/20/21,Mill,Metschnikowia,821.3,2.91503029
M8B6,8,6,9/20/21,Mill,Metschnikowia,7978.4565,3.901973312
M9B0,9,0,10/4/21,Mill,Metschnikowia,0,0
M9B1,9,1,10/4/21,Mill,Metschnikowia,0,0
M9B2,9,2,10/4/21,Mill,Metschnikowia,0,0
M9B3,9,3,10/4/21,Mill,Metschnikowia,0,0
M9B4,9,4,10/4/21,Mill,Metschnikowia,0,0
M9B5,9,5,10/4/21,Mill,Metschnikowia,0,0
M9B6,9,6,10/4/21,Mill,Metschnikowia,0,0
M10B0,10,0,10/18/21,Mill,Metschnikowia,103.2,2.017867719
M10B1,10,1,10/18/21,Mill,Metschnikowia,0,0
M10B2,10,2,10/18/21,Mill,Metschnikowia,0,0
M10B3,10,3,10/18/21,Mill,Metschnikowia,1130.9,3.05380806
M10B4,10,4,10/18/21,Mill,Metschnikowia,103.2,2.017867719
M10B5,10,5,10/18/21,Mill,Metschnikowia,0,0
M10B6,10,6,10/18/21,Mill,Metschnikowia,0,0
M11B0,11,0,11/1/21,Mill,Metschnikowia,0,0
M11B1,11,1,11/1/21,Mill,Metschnikowia,619.2,2.792531762
M11B2,11,2,11/1/21,Mill,Metschnikowia,1027.7,3.01228874
M11B3,11,3,11/1/21,Mill,Metschnikowia,0,0
M11B4,11,4,11/1/21,Mill,Metschnikowia,206.4,2.316808752
M11B5,11,5,11/1/21,Mill,Metschnikowia,206.4,2.316808752
M11B6,11,6,11/1/21,Mill,Metschnikowia,103.2,2.017867719
M12B0,12,0,11/12/21,Mill,Metschnikowia,0,0
M12B1,12,1,11/12/21,Mill,Metschnikowia,0,0
M12B2,12,2,11/12/21,Mill,Metschnikowia,0,0
M12B3,12,3,11/12/21,Mill,Metschnikowia,0,0
M12B4,12,4,11/12/21,Mill,Metschnikowia,206.4,2.316808752
M12B5,12,5,11/12/21,Mill,Metschnikowia,0,0
M12B6,12,6,11/12/21,Mill,Metschnikowia,0,0
M1B1,1,1,6/14/21,Mill,Pasteuria,0,0
M1B2,1,2,6/14/21,Mill,Pasteuria,0,0
M1B3,1,3,6/14/21,Mill,Pasteuria,0,0
M1B4,1,4,6/14/21,Mill,Pasteuria,103.2,2.017867719
M1B5,1,5,6/14/21,Mill,Pasteuria,0,0
M2B1,2,1,6/28/21,Mill,Pasteuria,0,0
M2B2,2,2,6/28/21,Mill,Pasteuria,0,0
M2B3,2,3,6/28/21,Mill,Pasteuria,0,0
M2B4,2,4,6/28/21,Mill,Pasteuria,0,0
M2B5,2,5,6/28/21,Mill,Pasteuria,0,0
M3B1,3,1,7/12/21,Mill,Pasteuria,0,0
M3B2,3,2,7/12/21,Mill,Pasteuria,0,0
M3B3,3,3,7/12/21,Mill,Pasteuria,103.2,2.017867719
M3B4,3,4,7/12/21,Mill,Pasteuria,0,0
M3B5,3,5,7/12/21,Mill,Pasteuria,0,0
M4B1,4,1,7/26/21,Mill,Pasteuria,103.2,2.017867719
M4B2,4,2,7/26/21,Mill,Pasteuria,0,0
M4B3,4,3,7/26/21,Mill,Pasteuria,0,0
M4B4,4,4,7/26/21,Mill,Pasteuria,0,0
M4B5,4,5,7/26/21,Mill,Pasteuria,0,0
M5B1,5,1,8/9/21,Mill,Pasteuria,0,0
M5B2,5,2,8/9/21,Mill,Pasteuria,0,0
M5B3,5,3,8/9/21,Mill,Pasteuria,0,0
M5B4,5,4,8/9/21,Mill,Pasteuria,0,0
M5B5,5,5,8/9/21,Mill,Pasteuria,103.2,2.017867719
M6B1,6,1,8/23/21,Mill,Pasteuria,0,0
M6B2,6,2,8/23/21,Mill,Pasteuria,0,0
M6B3,6,3,8/23/21,Mill,Pasteuria,0,0
M6B4,6,4,8/23/21,Mill,Pasteuria,0,0
M6B5,6,5,8/23/21,Mill,Pasteuria,204.25,2.312283166
M6B6,6,6,8/23/21,Mill,Pasteuria,9055.198,3.956945909
M7B1,7,1,9/7/21,Mill,Pasteuria,0,0
M7B2,7,2,9/7/21,Mill,Pasteuria,0,0
M7B3,7,3,9/7/21,Mill,Pasteuria,0,0
M7B4,7,4,9/7/21,Mill,Pasteuria,0,0
M7B5,7,5,9/7/21,Mill,Pasteuria,0,0
M8B0,8,0,9/20/21,Mill,Pasteuria,0,0
M8B1,8,1,9/20/21,Mill,Pasteuria,103.2,2.017867719
M8B2,8,2,9/20/21,Mill,Pasteuria,0,0
M8B3,8,3,9/20/21,Mill,Pasteuria,0,0
M8B4,8,4,9/20/21,Mill,Pasteuria,0,0
M8B5,8,5,9/20/21,Mill,Pasteuria,103.2,2.017867719
M8B6,8,6,9/20/21,Mill,Pasteuria,36218.11525,4.558937837
M9B0,9,0,10/4/21,Mill,Pasteuria,0,0
M9B1,9,1,10/4/21,Mill,Pasteuria,0,0
M9B2,9,2,10/4/21,Mill,Pasteuria,0,0
M9B3,9,3,10/4/21,Mill,Pasteuria,103.2,2.017867719
M9B4,9,4,10/4/21,Mill,Pasteuria,0,0
M9B5,9,5,10/4/21,Mill,Pasteuria,0,0
M9B6,9,6,10/4/21,Mill,Pasteuria,307.45,2.489184775
M10B0,10,0,10/18/21,Mill,Pasteuria,103.2,2.017867719
M10B1,10,1,10/18/21,Mill,Pasteuria,103.2,2.017867719
M10B2,10,2,10/18/21,Mill,Pasteuria,0,0
M10B3,10,3,10/18/21,Mill,Pasteuria,0,0
M10B4,10,4,10/18/21,Mill,Pasteuria,204.25,2.312283166
M10B5,10,5,10/18/21,Mill,Pasteuria,0,0
M10B6,10,6,10/18/21,Mill,Pasteuria,0,0
M11B0,11,0,11/1/21,Mill,Pasteuria,0,0
M11B1,11,1,11/1/21,Mill,Pasteuria,103.2,2.017867719
M11B2,11,2,11/1/21,Mill,Pasteuria,0,0
M11B3,11,3,11/1/21,Mill,Pasteuria,0,0
M11B4,11,4,11/1/21,Mill,Pasteuria,0,0
M11B5,11,5,11/1/21,Mill,Pasteuria,103.2,2.017867719
M11B6,11,6,11/1/21,Mill,Pasteuria,0,0
M12B0,12,0,11/12/21,Mill,Pasteuria,0,0
M12B1,12,1,11/12/21,Mill,Pasteuria,0,0
M12B2,12,2,11/12/21,Mill,Pasteuria,0,0
M12B3,12,3,11/12/21,Mill,Pasteuria,0,0
M12B4,12,4,11/12/21,Mill,Pasteuria,0,0
M12B5,12,5,11/12/21,Mill,Pasteuria,0,0
M12B6,12,6,11/12/21,Mill,Pasteuria,0,0
M1B1,1,1,6/14/21,Mill,Spirobacillus,4555.85,3.658664733
M1B2,1,2,6/14/21,Mill,Spirobacillus,0,0
M1B3,1,3,6/14/21,Mill,Spirobacillus,1644.75,3.216363864
M1B4,1,4,6/14/21,Mill,Spirobacillus,410.65,2.61452812
M1B5,1,5,6/14/21,Mill,Spirobacillus,1608.85575,3.206786963
M2B1,2,1,6/28/21,Mill,Spirobacillus,1642.6,3.215796133
M2B2,2,2,6/28/21,Mill,Spirobacillus,3596.95,3.556055124
M2B3,2,3,6/28/21,Mill,Spirobacillus,2365,3.37401474
M2B4,2,4,6/28/21,Mill,Spirobacillus,1954.35,3.291224506
M2B5,2,5,6/28/21,Mill,Spirobacillus,1130.9,3.05380806
M3B1,3,1,7/12/21,Mill,Spirobacillus,12553.85,4.098811528
M3B2,3,2,7/12/21,Mill,Spirobacillus,9176.2,3.962710196
M3B3,3,3,7/12/21,Mill,Spirobacillus,12274.35,4.089033884
M3B4,3,4,7/12/21,Mill,Spirobacillus,2055.4,3.313107595
M3B5,3,5,7/12/21,Mill,Spirobacillus,3186.3,3.503422943
M4B1,4,1,7/26/21,Mill,Spirobacillus,9255.75,3.966458535
M4B2,4,2,7/26/21,Mill,Spirobacillus,6892.9,3.838464979
M4B3,4,3,7/26/21,Mill,Spirobacillus,16896.85,4.227831451
M4B4,4,4,7/26/21,Mill,Spirobacillus,924.5,2.966376423
M4B5,4,5,7/26/21,Mill,Spirobacillus,1438.35,3.158166412
M5B1,5,1,8/9/21,Mill,Spirobacillus,5549.15,3.744304721
M5B2,5,2,8/9/21,Mill,Spirobacillus,4009.75,3.603225592
M5B3,5,3,8/9/21,Mill,Spirobacillus,1231.95,3.090945465
M5B4,5,4,8/9/21,Mill,Spirobacillus,13691.2,4.136473234
M5B5,5,5,8/9/21,Mill,Spirobacillus,1745.8,3.242243183
M6B1,6,1,8/23/21,Mill,Spirobacillus,1642.6,3.215796133
M6B2,6,2,8/23/21,Mill,Spirobacillus,1539.4,3.18763351
M6B3,6,3,8/23/21,Mill,Spirobacillus,821.3,2.91503029
M6B4,6,4,8/23/21,Mill,Spirobacillus,513.85,2.711680717
M6B5,6,5,8/23/21,Mill,Spirobacillus,513.85,2.711680717
M6B6,6,6,8/23/21,Mill,Spirobacillus,4671.09,3.6695112
M7B1,7,1,9/7/21,Mill,Spirobacillus,3184.15,3.50312989
M7B2,7,2,9/7/21,Mill,Spirobacillus,2670.3,3.426722664
M7B3,7,3,9/7/21,Mill,Spirobacillus,4725.7,3.674558039
M7B4,7,4,9/7/21,Mill,Spirobacillus,5858.75,3.767879088
M7B5,7,5,9/7/21,Mill,Spirobacillus,3801.2,3.580034958
M8B0,8,0,9/20/21,Mill,Spirobacillus,2672.45,3.427072066
M8B1,8,1,9/20/21,Mill,Spirobacillus,2466.05,3.392177951
M8B2,8,2,9/20/21,Mill,Spirobacillus,2261.8,3.35464617
M8B3,8,3,9/20/21,Mill,Spirobacillus,2156.45,3.33394074
M8B4,8,4,9/20/21,Mill,Spirobacillus,2053.25,3.312653296
M8B5,8,5,9/20/21,Mill,Spirobacillus,1539.4,3.18763351
M8B6,8,6,9/20/21,Mill,Spirobacillus,662.55475,2.821876762
M9B0,9,0,10/4/21,Mill,Spirobacillus,718.1,2.856789289
M9B1,9,1,10/4/21,Mill,Spirobacillus,513.85,2.711680717
M9B2,9,2,10/4/21,Mill,Spirobacillus,1438.35,3.158166412
M9B3,9,3,10/4/21,Mill,Spirobacillus,206.4,2.316808752
